DB00005	Etanercept	Prostaglandin G/H synthase 2	Human	P35354	inhibitor
DB08816	Ticagrelor	Cytochrome P450 2D6	Human	P10635	inhibitor
DB08816	Ticagrelor	Cytochrome P450 2C9	Human	P11712	inhibitor
DB08819	Tafluprost	Prostaglandin G/H synthase 2	Human	P35354	inducer
DB08820	Ivacaftor	Cytochrome P450 3A4	Human	P08684	substrate
DB08820	Ivacaftor	Cytochrome P450 3A5	Human	P20815	substrate
DB08826	Deferiprone	UDP-glucuronosyltransferase 1-6	Human	P19224	substrate
DB08827	Lomitapide	Cytochrome P450 3A4	Human	P08684	substrate
DB08828	Vismodegib	Cytochrome P450 2C9	Human	P11712	substrate
DB08828	Vismodegib	Cytochrome P450 3A4	Human	P08684	substrate
DB08828	Vismodegib	Cytochrome P450 2C8	Human	P10632	inhibitor
DB08828	Vismodegib	Cytochrome P450 2C19	Human	P33261	inhibitor
DB08834	Tauroursodeoxycholic acid	Cytochrome P450 3A1	Rat	P04800	inducer
DB08834	Tauroursodeoxycholic acid	Cytochrome P450 3A2	Rat	P05183	inducer
DB08834	Tauroursodeoxycholic acid	Cytochrome P450 2A1	Rat	P11711	inducer
DB08834	Tauroursodeoxycholic acid	Cytochrome P450 2A2	Rat	P15149	inducer
DB08834	Tauroursodeoxycholic acid	Cytochrome P450 2B1	Rat	P00176	inducer
DB08834	Tauroursodeoxycholic acid	Cytochrome P450 2B2	Rat	P04167	inducer
DB08834	Tauroursodeoxycholic acid	Cytochrome P450 2B9	Mouse	P12790	inducer
DB08860	Pitavastatin	UDP-glucuronosyltransferase 2B7	Human	P16662	substrate
DB08860	Pitavastatin	UDP-glucuronosyltransferase 1-3	Human	P35503	substrate
DB08860	Pitavastatin	Cytochrome P450 2C9	Human	P11712	substrate
DB08860	Pitavastatin	Cytochrome P450 2C8	Human	P10632	substrate
DB08864	Rilpivirine	Cytochrome P450 3A4	None	None	None
DB08864	Rilpivirine	Cytochrome P450 3A5	None	None	None
DB08864	Rilpivirine	Cytochrome P450 3A4	None	None	None
DB08864	Rilpivirine	Cytochrome P450 3A5	None	None	None
DB08864	Rilpivirine	Cytochrome P450 3A4	None	None	None
DB08864	Rilpivirine	Cytochrome P450 3A5	None	None	None
DB08864	Rilpivirine	Cytochrome P450 3A4	None	None	None
DB08864	Rilpivirine	Cytochrome P450 3A5	None	None	None
DB08864	Rilpivirine	UDP-glucuronosyltransferase 1-4	None	None	None
DB08864	Rilpivirine	UDP-glucuronosyltransferase 1-1	None	None	None
DB08864	Rilpivirine	UDP-glucuronosyltransferase 1-10	None	None	None
DB08864	Rilpivirine	Cytochrome P450 3A4	Human	P08684	substrate
DB08864	Rilpivirine	Cytochrome P450 2C19	Human	P33261	inhibitor
DB08864	Rilpivirine	Cytochrome P450 2B6	Human	P20813	inhibitor
DB08864	Rilpivirine	Cytochrome P450 1A2	Human	P05177	inducer
DB08865	Crizotinib	Cytochrome P450 3A4	Human	P08684	substrate
DB08865	Crizotinib	Cytochrome P450 3A5	Human	P20815	substrate
DB08865	Crizotinib	Cytochrome P450 2B6	Human	P20813	inhibitor
DB08867	Ulipristal	Cytochrome P450 3A4	Human	P08684	substrate
DB08867	Ulipristal	Cytochrome P450 1A2	Human	P05177	substrate
DB08868	Fingolimod	Leukotriene-B(4) omega-hydroxylase 1	Human	P78329	substrate
DB08868	Fingolimod	Sphingosine kinase 1	Human	Q9NYA1	substrate
DB08868	Fingolimod	Cytochrome P450 2D6	Human	P10635	substrate
DB08868	Fingolimod	Cytochrome P450 2E1	Human	P05181	substrate
DB08868	Fingolimod	Cytochrome P450 3A4	Human	P08684	substrate
DB08868	Fingolimod	Cytochrome P450 4F12	Human	Q9HCS2	substrate
DB08870	Brentuximab vedotin	Cytochrome P450 3A4	Human	P08684	substrate
DB08873	Boceprevir	Cytochrome P450 3A4	Human	P08684	substrate
DB08873	Boceprevir	Cytochrome P450 3A5	Human	P20815	substrate
DB08875	Cabozantinib	Cytochrome P450 3A4	Human	P08684	substrate
DB08875	Cabozantinib	Cytochrome P450 2C9	Human	P11712	substrate
DB08877	Ruxolitinib	Cytochrome P450 3A4	Human	P08684	substrate
DB08880	Teriflunomide	Cytochrome P450 2C8	Human	P10632	inhibitor
DB08881	Vemurafenib	Cytochrome P450 1A2	Human	P05177	inhibitor
DB08881	Vemurafenib	Cytochrome P450 2D6	Human	P10635	inhibitor
DB08881	Vemurafenib	Cytochrome P450 3A4	Human	P08684	substrate
DB08882	Linagliptin	Cytochrome P450 3A4	Human	P08684	inhibitor
DB08883	Perampanel	Cytochrome P450 3A4	Human	P08684	substrate
DB08883	Perampanel	Cytochrome P450 3A5	Human	P20815	substrate
DB08893	Mirabegron	Cytochrome P450 3A4	Human	P08684	substrate
DB08893	Mirabegron	Cytochrome P450 2D6	Human	P10635	substrate
DB08893	Mirabegron	Cholinesterase	Human	P06276	substrate
DB08895	Tofacitinib	Cytochrome P450 3A4	Human	P08684	substrate
DB08895	Tofacitinib	Cytochrome P450 2C19	Human	P33261	substrate
DB08896	Regorafenib	Cytochrome P450 3A4	Human	P08684	substrate
DB08896	Regorafenib	UDP-glucuronosyltransferase 1-9	Human	O60656	substrate
DB08896	Regorafenib	Cytochrome P450 2C8	Human	P10632	inhibitor
DB08896	Regorafenib	Cytochrome P450 2C9	Human	P11712	inhibitor
DB08896	Regorafenib	Cytochrome P450 2B6	Human	P20813	inhibitor
DB08896	Regorafenib	Cytochrome P450 2C19	Human	P33261	inhibitor
DB08896	Regorafenib	UDP-glucuronosyltransferase 1-1	Human	P22309	inhibitor
DB08897	Aclidinium	Cholinesterase	Human	P06276	substrate
DB08899	Enzalutamide	Cytochrome P450 2C8	Human	P10632	substrate
DB08899	Enzalutamide	Cytochrome P450 3A4	Human	P08684	substrate
DB08899	Enzalutamide	Cytochrome P450 2C9	Human	P11712	inducer
DB08899	Enzalutamide	Cytochrome P450 2C19	Human	P33261	inducer
DB08899	Enzalutamide	Cytochrome P450 2B6	Human	P20813	inhibitor
DB08899	Enzalutamide	Cytochrome P450 2D6	Human	P10635	inhibitor
DB08899	Enzalutamide	Cytochrome P450 3A5	Human	P20815	inhibitor
DB08901	Ponatinib	Cytochrome P450 3A4	Human	P08684	substrate
DB08901	Ponatinib	Cytochrome P450 2C8	Human	P10632	substrate
DB08901	Ponatinib	Cytochrome P450 2D6	Human	P10635	substrate
DB08901	Ponatinib	Cytochrome P450 3A5	Human	P20815	substrate
DB08903	Bedaquiline	Cytochrome P450 3A4	Human	P08684	substrate
DB08906	Fluticasone furoate	Cytochrome P450 3A4	Human	P08684	substrate
DB08907	Canagliflozin	UDP-glucuronosyltransferase 1-9	Human	O60656	substrate
DB08907	Canagliflozin	UDP-glucuronosyltransferase 2B4	Human	P06133	substrate
DB08907	Canagliflozin	Cytochrome P450 3A4	Human	P08684	substrate
DB08909	Glycerol Phenylbutyrate	Pancreatic triacylglycerol lipase	Human	P16233	substrate
DB08909	Glycerol Phenylbutyrate	Cytochrome P450 3A4	Human	P08684	inducer
DB08909	Glycerol Phenylbutyrate	Cytochrome P450 1A2	Human	P05177	inhibitor
DB08909	Glycerol Phenylbutyrate	Cytochrome P450 2D6	Human	P10635	inhibitor
DB08910	Pomalidomide	Cytochrome P450 1A2	Human	P05177	substrate
DB08910	Pomalidomide	Cytochrome P450 3A4	Human	P08684	substrate
DB08911	Trametinib	Cytochrome P450 2C8	Human	P10632	inhibitor
DB08911	Trametinib	Cytochrome P450 3A4	Human	P08684	inducer
DB08912	Dabrafenib	Cytochrome P450 3A4	Human	P08684	substrate
DB08912	Dabrafenib	Cytochrome P450 2C8	Human	P10632	substrate
DB08918	Levomilnacipran	Cytochrome P450 3A4	Human	P08684	substrate
DB08918	Levomilnacipran	Cytochrome P450 2C8	Human	P10632	substrate
DB08918	Levomilnacipran	Cytochrome P450 2C19	Human	P33261	substrate
DB08918	Levomilnacipran	Cytochrome P450 2D6	Human	P10635	substrate
DB08918	Levomilnacipran	Cytochrome P450 2J2	Human	P51589	substrate
DB08922	Perospirone	Cytochrome P450 3A4	None	None	None
DB08922	Perospirone	Cytochrome P450 3A4	Human	P08684	substrate
DB08922	Perospirone	Cytochrome P450 2D6	Human	P10635	substrate
DB08922	Perospirone	Cytochrome P450 2C8	Human	P10632	substrate
DB08922	Perospirone	Cytochrome P450 1A1	Human	P04798	substrate
DB08930	Dolutegravir	UDP-glucuronosyltransferase 1-1	None	None	None
DB08930	Dolutegravir	UDP-glucuronosyltransferase 1-3	None	None	None
DB08930	Dolutegravir	UDP-glucuronosyltransferase 1-9	None	None	None
DB08930	Dolutegravir	Cytochrome P450 3A4	None	None	None
DB08930	Dolutegravir	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB08930	Dolutegravir	CYP3A	Human	P24462	substrate
DB08930	Dolutegravir	UDP-glucuronosyltransferase 1-3	Human	P35503	substrate
DB08930	Dolutegravir	UDP-glucuronosyltransferase 1-9	Human	O60656	substrate
DB08931	Riociguat	Cytochrome P450 1A1	Human	P04798	substrate
DB08931	Riociguat	Cytochrome P450 3A4	Human	P08684	substrate
DB08931	Riociguat	Cytochrome P450 2C8	Human	P10632	substrate
DB08931	Riociguat	Cytochrome P450 2J2	Human	P51589	substrate
DB08932	Macitentan	Cytochrome P450 3A4	Human	P08684	substrate
DB08932	Macitentan	Cytochrome P450 2C19	Human	P33261	substrate
DB08933	Luliconazole	Cytochrome P450 3A4	Human	P08684	inhibitor
DB08933	Luliconazole	Cytochrome P450 2C19	Human	P33261	inhibitor
DB08934	Sofosbuvir	Carboxylesterase	None	None	None
DB08934	Sofosbuvir	Lysosomal protective protein	None	None	None
DB08934	Sofosbuvir	Histidine triad nucleotide-binding protein 1	None	None	None
DB08934	Sofosbuvir	UMP-CMP kinase	None	None	None
DB08934	Sofosbuvir	Nucleoside diphosphate kinase A	None	None	None
DB08934	Sofosbuvir	Lysosomal protective protein	None	P10619	substrate
DB08934	Sofosbuvir	Carboxylesterase	Human	Q6LAP9	substrate
DB08934	Sofosbuvir	Histidine triad nucleotide-binding protein 1	Human	P49773	substrate
DB08934	Sofosbuvir	UMP-CMP kinase	Human	P30085	substrate
DB08934	Sofosbuvir	Nucleoside diphosphate kinase A	Human	P15531	substrate
DB08949	Inositol nicotinate	ATP synthase subunit beta, mitochondrial	Human	P06576	inhibitor
DB08949	Inositol nicotinate	Diacylglycerol O-acyltransferase 2	Human	Q96PD7	inhibitor
DB09026	Aliskiren	Cytochrome P450 3A4	Human	P08684	substrate
DB09030	Vorapaxar	Cytochrome P450 3A4	None	None	None
DB09030	Vorapaxar	Cytochrome P450 3A4	None	None	None
DB09030	Vorapaxar	Cytochrome P450 2J2	None	None	None
DB09031	Miltefosine	Phospholipase D1	None	None	None
DB09031	Miltefosine	Phospholipase D1	Human	Q13393	substrate
DB09034	Suvorexant	Cytochrome P450 3A4	None	None	None
DB09034	Suvorexant	Cytochrome P450 2C19	None	None	None
DB09038	Empagliflozin	UDP-glucuronosyltransferase 2B7	None	None	None
DB09039	Eliglustat	Cytochrome P450 2D6	Human	P10635	substrate
DB09039	Eliglustat	Cytochrome P450 3A4	Human	P08684	substrate
DB09048	Netupitant	Cytochrome P450 3A43	None	None	None
DB09048	Netupitant	Cytochrome P450 3A43	None	None	None
DB09048	Netupitant	Cytochrome P450 3A43	Human	Q9HB55	substrate
DB09048	Netupitant	Cytochrome P450 2C9	Human	P11712	substrate
DB09048	Netupitant	Cytochrome P450 2D6	Human	P10635	substrate
DB09048	Netupitant	Cytochrome P450 3A4	Human	P08684	inhibitor
DB09049	Naloxegol	Cytochrome P450 3A4	Human	P08684	substrate
DB09049	Naloxegol	Cytochrome P450 2D6	Human	P10635	inhibitor
DB09049	Naloxegol	Cytochrome P450 2C19	Human	P33261	inhibitor
DB09051	Elosulfase alfa	N-acetylgalactosamine-6-sulfatase	Human	P34059	other
DB09053	Ibrutinib	Cytochrome P450 3A4	Human	P08684	substrate
DB09053	Ibrutinib	Cytochrome P450 3A5	Human	P20815	substrate
DB09053	Ibrutinib	Cytochrome P450 2D6	Human	P10635	substrate
DB09054	Idelalisib	Aldehyde oxidase	None	None	None
DB09054	Idelalisib	Cytochrome p450 3A subfamily	None	None	None
DB09054	Idelalisib	Aldehyde oxidase	Human	Q06278	substrate
DB09054	Idelalisib	UDP-glucuronosyltransferase 1A4	Human	None	substrate
DB09054	Idelalisib	UDP-glucuronosyltransferase 1A1	Human	None	inhibitor
DB09054	Idelalisib	Cytochrome P450 2C8	Human	P10632	inhibitor
DB09054	Idelalisib	Cytochrome P450 2C19	Human	P33261	inhibitor
DB09054	Idelalisib	Cytochrome P450 2B6	Human	P20813	inducer
DB09054	Idelalisib	Cytochrome P450 3A4	Human	P08684	inhibitor
DB09054	Idelalisib	Cytochrome P450 3A5	Human	P20815	substrate
DB09054	Idelalisib	Cytochrome P450 3A43	Human	Q9HB55	substrate
DB09054	Idelalisib	Cytochrome P450 3A7	Human	P24462	substrate
DB09061	Cannabidiol	Cytochrome P450 2C9	Human	P11712	substrate
DB09061	Cannabidiol	Cytochrome P450 2C19	Human	P33261	substrate
DB09061	Cannabidiol	Cytochrome P450 2D6	Human	P10635	None
DB09061	Cannabidiol	Cytochrome P450 3A4	Human	P08684	substrate
DB09061	Cannabidiol	Cytochrome P450 3A5	Human	P20815	None
DB09061	Cannabidiol	Acetyl-CoA acetyltransferase, mitochondrial	Human	P24752	None
DB09061	Cannabidiol	Arylalkylamine N-acetyltransferase	Human	F1T0I5	None
DB09061	Cannabidiol	Catalase	Human	P04040	None
DB09061	Cannabidiol	Prostaglandin G/H synthase 1	Human	P23219	None
DB09061	Cannabidiol	Prostaglandin G/H synthase 2	Human	P35354	None
DB09061	Cannabidiol	Cytochrome P450 3A7	Human	P24462	None
DB09061	Cannabidiol	Cytochrome P450 1A1	Human	P04798	inhibitor
DB09061	Cannabidiol	Cytochrome P450 1A2	Human	P05177	None
DB09061	Cannabidiol	Cytochrome P450 1B1	Human	Q16678	None
DB09061	Cannabidiol	Sn1-specific diacylglycerol lipase alpha	Human	F5GY58	None
DB09061	Cannabidiol	Fatty-acid amide hydrolase 1	Human	O00519	inhibitor
DB09061	Cannabidiol	Glutathione reductase, mitochondrial	Human	P00390	None
DB09061	Cannabidiol	Glutathione peroxidase 1	Human	P07203	None
DB09061	Cannabidiol	3-hydroxy-3-methylglutaryl-coenzyme A reductase	Human	P04035	None
DB09061	Cannabidiol	Indoleamine 2,3-dioxygenase 1	Human	P14902	None
DB09061	Cannabidiol	Arachidonate 5-lipoxygenase	Human	P09917	inhibitor
DB09061	Cannabidiol	Arachidonate 15-lipoxygenase	Human	P16050	inhibitor
DB09061	Cannabidiol	N-acylethanolamine-hydrolyzing acid amidase	Human	Q02083	None
DB09061	Cannabidiol	Quinone oxidoreductase	Human	Q08257	None
DB09061	Cannabidiol	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D	Human	Q6IQ20	None
DB09061	Cannabidiol	Phospholipase A2	Human	P04054	None
DB09061	Cannabidiol	Steroid 17-alpha-hydroxylase/17,20 lyase	Human	P05093	None
DB09061	Cannabidiol	Superoxide dismutase [Cu-Zn]	Human	P00441	None
DB09061	Cannabidiol	Sphingomyelin phosphodiesterase	Human	P17405	None
DB09063	Ceritinib	Cytochrome P450 3A4	Human	P08684	inhibitor
DB09063	Ceritinib	Cytochrome P450 2C9	Human	P11712	inhibitor
DB09065	Cobicistat	Cytochrome P450 2D6	Human	P10635	inhibitor
DB09065	Cobicistat	Cytochrome P450 3A4	Human	P08684	inhibitor
DB09065	Cobicistat	Cytochrome P450 3A5	Human	P20815	substrate
DB09065	Cobicistat	Cytochrome P450 3A7	Human	P24462	substrate
DB09065	Cobicistat	Cytochrome P450 3A43	Human	Q9HB55	substrate
DB09068	Vortioxetine	Cytochrome P450 2D6	None	None	None
DB09068	Vortioxetine	Cytochrome P450 2C9	None	None	None
DB09068	Vortioxetine	Cytochrome P450 2D6	None	None	None
DB09068	Vortioxetine	Cytochrome P450 2C9	None	None	None
DB09068	Vortioxetine	Cytochrome P450 2C9	None	None	None
DB09068	Vortioxetine	Cytochrome P450 2C19	None	None	None
DB09068	Vortioxetine	Cytochrome P450 2B6	None	None	None
DB09068	Vortioxetine	Cytochrome P450 2D6	None	None	None
DB09068	Vortioxetine	Cytochrome P450 2D6	Human	P10635	substrate
DB09068	Vortioxetine	Cytochrome P450 3A4	Human	P08684	substrate
DB09068	Vortioxetine	Cytochrome P450 3A5	Human	P20815	None
DB09068	Vortioxetine	Cytochrome P450 2C19	Human	P33261	substrate
DB09068	Vortioxetine	Cytochrome P450 2C9	Human	P11712	substrate
DB09068	Vortioxetine	Cytochrome P450 2A6	Human	P11509	substrate
DB09068	Vortioxetine	Cytochrome P450 2C8	Human	P10632	substrate
DB09068	Vortioxetine	Cytochrome P450 2B6	Human	P20813	substrate
DB09070	Tibolone	Steryl-sulfatase	Human	P08842	inhibitor
DB09070	Tibolone	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1	Human	P14060	substrate
DB09070	Tibolone	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2	Human	P26439	substrate
DB09070	Tibolone	Sulfotransferase 1A1	Human	P50225	substrate
DB09072	Sodium oxybate	Hydroxyacid-oxoacid transhydrogenase, mitochondrial	None	None	None
DB09072	Sodium oxybate	Succinate-semialdehyde dehydrogenase, mitochondrial	None	None	None
DB09072	Sodium oxybate	Succinate-semialdehyde dehydrogenase, mitochondrial	Human	P51649	substrate
DB09072	Sodium oxybate	Hydroxyacid-oxoacid transhydrogenase, mitochondrial	Homo sapiens	Q8IWW8	substrate
DB09073	Palbociclib	Cytochrome P450 3A4	Human	P08684	substrate
DB09073	Palbociclib	Sulfotransferase 2A1	Human	None	substrate
DB09074	Olaparib	Cytochrome P450 3A4	Human	P08684	substrate
DB09074	Olaparib	Cytochrome P450 2B6	Human	P20813	inducer
DB09076	Umeclidinium	Cytochrome P450 2D6	Human	P10635	substrate
DB09078	Lenvatinib	Cytochrome P450 3A4	Human	P08684	substrate
DB09078	Lenvatinib	Aldehyde oxidase	Human	Q06278	substrate
DB09079	Nintedanib	UDP-glucuronosyltransferase 1A1	None	None	None
DB09079	Nintedanib	UDP-glucuronosyltransferase 1A7	None	None	None
DB09079	Nintedanib	UDP-glucuronosyltransferase 1A8	None	None	None
DB09079	Nintedanib	UDP-glucuronosyltransferase 1A10	None	None	None
DB09080	Olodaterol	Cytochrome P450 2C9	None	None	None
DB09080	Olodaterol	Cytochrome P450 2C8	None	None	None
DB09080	Olodaterol	Cytochrome P450 2C9	Human	P11712	substrate
DB09080	Olodaterol	Cytochrome P450 2C8	Human	P10632	substrate
DB09082	Vilanterol	Cytochrome P450 3A4	Human	P08684	substrate
DB09083	Ivabradine	Cytochrome P450 3A4	Human	P08684	substrate
DB09084	Benzydamine	Cytochrome P450 2D6	None	None	None
DB09101	Elvitegravir	Cytochrome P450 3A4	Human	P08684	substrate
DB09101	Elvitegravir	UDP-glucuronosyltransferase 1A1	Human	None	substrate
DB09101	Elvitegravir	CYP3A	Human	P24462	inhibitor
DB09102	Daclatasvir	Cytochrome P450 3A5	Human	P20815	substrate
DB09102	Daclatasvir	Cytochrome P450 3A4	Human	P08684	substrate
DB09102	Daclatasvir	Cytochrome P450 3A43	Human	Q9HB55	substrate
DB09102	Daclatasvir	Cytochrome P450 3A7	Human	P24462	substrate
DB09102	Daclatasvir	Cytochrome P450 3A3	Human	P08684	substrate
DB09110	Coenzyme M	Glutathione reductase, mitochondrial	Human	P00390	substrate
DB09112	Nitrous acid	Hemoglobin subunit alpha	None	None	None
DB09112	Nitrous acid	Hemoglobin subunit beta	None	None	None
DB09112	Nitrous acid	Hemoglobin subunit alpha	None	None	None
DB09112	Nitrous acid	Hemoglobin subunit beta	None	None	None
DB09116	Calcium carbimide	Catalase	None	None	None
DB09116	Calcium carbimide	Catalase	Human	P04040	substrate
DB09117	Paraldehyde	Aldehyde dehydrogenase, mitochondrial	None	None	None
DB09117	Paraldehyde	Aldehyde dehydrogenase, mitochondrial	Human	P05091	substrate
DB09118	Stiripentol	Cytochrome P450 2C19	Human	P33261	inhibitor
DB09118	Stiripentol	Cytochrome P450 2D6	Human	P10635	inhibitor
DB09118	Stiripentol	Cytochrome P450 3A4	Human	P08684	inhibitor
DB09118	Stiripentol	Cytochrome P450 1A2	Human	P05177	substrate
DB09118	Stiripentol	Cytochrome P450 2C9	Human	P11712	inhibitor
DB09119	Eslicarbazepine acetate	Cytochrome P450 2C19	Human	P33261	inhibitor
DB09119	Eslicarbazepine acetate	Cytochrome P450 3A4	Human	P08684	inducer
DB09120	Zucapsaicin	Cytochrome P450 1A2	Human	P05177	inhibitor
DB09120	Zucapsaicin	Cytochrome P450 2C19	Human	P33261	inhibitor
DB09120	Zucapsaicin	Cytochrome P450 2C9	Human	P11712	inhibitor
DB09120	Zucapsaicin	Cytochrome P450 2E1	Human	P05181	inhibitor
DB09123	Dienogest	Cytochrome P450 3A4	Human	P08684	substrate
DB09128	Brexpiprazole	Cytochrome P450 2D6	Human	P10635	substrate
DB09128	Brexpiprazole	Cytochrome P450 3A4	Human	P08684	substrate
DB09130	Copper	Superoxide dismutase [Cu-Zn]	Human	P00441	cofactor
DB09130	Copper	Amiloride-sensitive amine oxidase [copper-containing]	Human	P19801	None
DB09130	Copper	Protein-lysine 6-oxidase	Homo sapiens	P28300	cofactor
DB09130	Copper	Cytochrome c oxidase subunit 1	Human	P00395	cofactor
DB09130	Copper	Tyrosinase	Human	P14679	cofactor
DB09130	Copper	Dopamine beta-hydroxylase	Human	P09172	cofactor
DB09130	Copper	Peptidyl-glycine alpha-amidating monooxygenase	Human	P19021	cofactor
DB09130	Copper	Monoamine oxidase	Human	P27338	cofactor
DB09130	Copper	Angiogenin	Human	P03950	cofactor
DB09130	Copper	Major prion protein	Human	P04156	cofactor
DB09131	Cupric Chloride	Malate dehydrogenase	Escherichia coli (strain K12)	P61889	None
DB09143	Sonidegib	Cytochrome P450 3A4	Human	P08684	substrate
DB09148	Florbetaben (18F)	Cytochrome P450 2J2	Human	P51589	substrate
DB09148	Florbetaben (18F)	Leukotriene-B(4) omega-hydroxylase 1	Human	P78329	substrate
DB09166	Etizolam	Cytochrome P450 3A4	Human	P08684	substrate
DB09166	Etizolam	Cytochrome P450 2C18	Human	P33260	substrate
DB09166	Etizolam	Cytochrome P450 2C19	Human	P33261	substrate
DB09167	Dosulepin	Cytochrome P450 2D6	Human	P10635	inhibitor
DB09167	Dosulepin	Cytochrome P450 1A2	Human	P05177	inhibitor
DB09167	Dosulepin	Cytochrome P450 2C19	Human	P33261	inhibitor
DB09167	Dosulepin	Cytochrome P450 2C9	Human	P11712	inhibitor
DB09183	Dasabuvir	Cytochrome P450 2C8	Human	P10632	substrate
DB09183	Dasabuvir	Cytochrome P450 3A4	Human	P08684	substrate
DB09183	Dasabuvir	Cytochrome P450 2D6	Human	P10635	substrate
DB09183	Dasabuvir	UDP-glucuronosyltransferase 1A1	Human	None	inhibitor
DB09195	Lorpiprazole	Cytochrome P450 2D6	Human	P10635	substrate
DB09195	Lorpiprazole	Cytochrome P450 3A4	Human	P08684	substrate
DB09198	Lobeglitazone	Cytochrome P450 1A2	Human	P05177	inhibitor
DB09198	Lobeglitazone	Cytochrome P450 2C9	Human	P11712	inhibitor
DB09198	Lobeglitazone	Cytochrome P450 2C19	Human	P33261	inhibitor
DB09205	Moxisylyte	Cholinesterase	None	None	None
DB09205	Moxisylyte	CYP3A	None	None	None
DB09205	Moxisylyte	Cholinesterase	Human	P06276	substrate
DB09205	Moxisylyte	Cytochrome p450 3A subfamily	Human	None	substrate
DB09212	Loxoprofen	Prostaglandin G/H synthase 1	Human	P23219	substrate
DB09212	Loxoprofen	Prostaglandin G/H synthase 2	Human	P35354	substrate
DB09213	Dexibuprofen	Cytochrome P450 2C9	None	None	None
DB09213	Dexibuprofen	Cytochrome P450 2C8	None	None	None
